city,district,neighborhood,Fiyat,İlan Tarihi,İlan No,Marka,Seri,Model,Yıl,Yakıt,Vites,Araç Durumu,KM,Kasa Tipi,Motor Gücü,Motor Hacmi,Çekiş,Renk,Garanti,Ağır Hasar Kayıtlı,Plaka / Uyruk,Kimden,Takas
Ordu,Fatsa,Kurtuluş Mh.,670.000 TL,26 Ekim 2024,1207186879,Fiat,Egea,1.6 Multijet Easy,2019,Dizel,Otomatik,İkinci El,165.000,Sedan,120 hp,1598 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Konya,Karatay,Fevziçakmak Mh.,759.500 TL,26 Ekim 2024,1207187419,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,15.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Gaziemir,Beyazevler Mah.,825.900 TL,26 Ekim 2024,1207185967,Fiat,Egea,1.6 Multijet Easy,2022,Dizel,Otomatik,İkinci El,105.270,Sedan,130 hp,1598 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Konya,Meram,Ateşbaz-I Veli Mh.,744.000 TL,26 Ekim 2024,1203541841,Fiat,Egea,1.3 Multijet Easy Stil,2021,Dizel,Manuel,İkinci El,85.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Arnavutköy,Karlıbayır Mh.,219.500 TL,26 Ekim 2024,1207185388,Fiat,Punto,Grande 1.3 Multijet Dynamic,2008,Dizel,Manuel,İkinci El,280.000,Hatchback 5 kapı,90 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Gaziosmanpaşa,Kazım Karabekir Mh.,245.000 TL,26 Ekim 2024,1207185127,Fiat,Albea,1.3 Multijet Dynamic,2006,Dizel,Manuel,İkinci El,450.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Pursaklar,Saray Fatih Mah.,162.500 TL,26 Ekim 2024,1207186270,Fiat,Tempra,1.6 SX A,1993,Benzin & LPG,Manuel,İkinci El,200.000,Sedan,90 hp,1581 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Konya,Selçuklu,Cumhuriyet Mah.,230.000 TL,26 Ekim 2024,1207181400,Fiat,Tipo,1.6 SX,1994,Benzin & LPG,Manuel,İkinci El,280.000,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Mersin,Mezitli,Menderes Mah.,650.000 TL,26 Ekim 2024,1207185163,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,54.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Pursaklar,Merkez Mah.,235.000 TL,26 Ekim 2024,1207183646,Fiat,Palio,1.4 EL,1999,Benzin & LPG,Manuel,İkinci El,328.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Antalya,Manavgat,Kavaklı Mh.,570.000 TL,26 Ekim 2024,1164433256,Fiat,Punto,EVO 1.4 Dynamic,2011,Benzin & LPG,Otomatik,İkinci El,171.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Mersin,Mezitli,Menderes Mah.,650.000 TL,26 Ekim 2024,1207185163,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,54.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Pursaklar,Merkez Mah.,235.000 TL,26 Ekim 2024,1207183646,Fiat,Palio,1.4 EL,1999,Benzin & LPG,Manuel,İkinci El,328.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Antalya,Manavgat,Kavaklı Mh.,570.000 TL,26 Ekim 2024,1164433256,Fiat,Punto,EVO 1.4 Dynamic,2011,Benzin & LPG,Otomatik,İkinci El,171.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Mersin,Yenişehir,Pirireis Mah.,647.000 TL,26 Ekim 2024,1207184354,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,72.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Gaziantep,Şehitkamil,Aydınlar Mh.,762.500 TL,26 Ekim 2024,1207184000,Fiat,Egea,1.4 Fire Urban,2023,Benzin,Manuel,İkinci El,35.650,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Isparta,Merkez,İstiklal Mh.,237.500 TL,26 Ekim 2024,1207184729,Fiat,Tipo,1.4 S,1997,Benzin & LPG,Manuel,İkinci El,30.000,Hatchback 5 kapı,70 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Ataşehir,Kayışdağı Mh.,834.500 TL,26 Ekim 2024,1207182158,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,58.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Esenyurt,Gökevler Mh.,415.000 TL,26 Ekim 2024,1189653349,Fiat,Linea,1.3 Multijet Active Plus,2015,Dizel,Manuel,İkinci El,299.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Mersin,Yenişehir,Palmiye Mah.,445.000 TL,26 Ekim 2024,1207182608,Fiat,Punto,1.4 Dynamic,2010,Benzin & LPG,Manuel,İkinci El,208.000,Hatchback 5 kapı,105 hp,1368 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bursa,Osmangazi,Ovaakça Merkez Mh.,915.000 TL,26 Ekim 2024,1207178349,Fiat,Egea,1.5 T4 Hibrit Urban,2022,Hybrid,Otomatik,İkinci El,108.500,Sedan,130 hp,1469 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Osmaniye,Merkez,Şirinevler Mh.,175.000 TL,26 Ekim 2024,1207161157,Fiat,Tempra,1.6 SX,1996,Benzin & LPG,Manuel,İkinci El,11.111,Sedan,75 hp,1581 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Başakşehir,Başak Mh.,350.000 TL,26 Ekim 2024,1199919553,Fiat,Linea,1.3 Multijet Urban,2013,Dizel,Manuel,İkinci El,222.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bursa,Osmangazi,Demirtaş Sakarya Mh.,270.000 TL,26 Ekim 2024,1207169711,Fiat,Palio,1.2 EL,2002,Benzin & LPG,Manuel,İkinci El,202.000,Hatchback 3 kapı,75 hp,1242 cc,Önden Çekiş,Yeşil,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Esenyurt,Aşık Veysel Mh.,845.000 TL,26 Ekim 2024,1207182140,Fiat,Egea,1.3 Multijet Urban,2021,Dizel,Manuel,İkinci El,62.000,Sedan,95 hp,1248 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kayseri,Kocasinan,Sanayi Mah.,335.000 TL,26 Ekim 2024,1207180468,Fiat,Palio,1.2 Active,2006,Benzin & LPG,Manuel,İkinci El,125.000,Hatchback 5 kapı,51 - 75 HP,1300 cm3' e kadar,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Ümraniye,Dudullu OSB,205.000 TL,26 Ekim 2024,1181164470,Fiat,UNO,1.4 ie SX,1998,Benzin & LPG,Manuel,İkinci El,170.500,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Yozgat,Sarıkaya,Ilısu Köyü,165.000 TL,26 Ekim 2024,1193904156,Fiat,UNO,70 SX,1996,Benzin & LPG,Manuel,İkinci El,24.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Beylikdüzü,Barış Mh.,495.000 TL,26 Ekim 2024,1207181162,Fiat,Linea,1.3 Multijet Dynamic,2009,Dizel,Manuel,İkinci El,169.000,Sedan,90 hp,1248 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Antalya,Kepez,Fevzi Çakmak Mh.,169.500 TL,26 Ekim 2024,1206676202,Fiat,Tipo,1.6 SX,1991,Benzin & LPG,Manuel,İkinci El,203.000,Hatchback 5 kapı,78 hp,1581 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kilis,Merkez,Mehmet Rıfat Kazancıoğlu Mh.,510.000 TL,26 Ekim 2024,1207179296,Fiat,Egea,1.4 Fire Urban Plus,2019,Benzin,Manuel,İkinci El,70.000,Hatchback 5 kapı,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Beylikdüzü,Barış Mh.,495.000 TL,26 Ekim 2024,1207181162,Fiat,Linea,1.3 Multijet Dynamic,2009,Dizel,Manuel,İkinci El,169.000,Sedan,90 hp,1248 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Antalya,Kepez,Fevzi Çakmak Mh.,169.500 TL,26 Ekim 2024,1206676202,Fiat,Tipo,1.6 SX,1991,Benzin & LPG,Manuel,İkinci El,203.000,Hatchback 5 kapı,78 hp,1581 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kilis,Merkez,Mehmet Rıfat Kazancıoğlu Mh.,510.000 TL,26 Ekim 2024,1207179296,Fiat,Egea,1.4 Fire Urban Plus,2019,Benzin,Manuel,İkinci El,70.000,Hatchback 5 kapı,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Hayır
Çanakkale,Çan,İstiklal Mh.,529.000 TL,26 Ekim 2024,1207172890,Fiat,Punto,EVO 1.3 Multijet Dynamic,2011,Dizel,Manuel,İkinci El,154.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Mamak,Akdere Mah.,159.000 TL,26 Ekim 2024,1200044881,Fiat,Tempra,1.6 SX A,1992,Benzin & LPG,Manuel,İkinci El,280.000,Hatchback 5 kapı,76 - 100 HP,1601 - 1800 cm3,Önden Çekiş,Bordo,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kayseri,Melikgazi,Danişmend Gazi Mh.,282.000 TL,26 Ekim 2024,1207162942,Fiat,Siena,1.6 HL,2000,Benzin,Manuel,İkinci El,142.000,Sedan,101 hp,1580 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Eskişehir,Odunpazarı,Emek Mah.,1.090.000 TL,26 Ekim 2024,1200164190,Fiat,Egea,1.6 Multijet Lounge,2023,Dizel,Otomatik,İkinci El,49.500,Sedan,130 hp,1598 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Kayseri,Kocasinan,Argıncık Mh.,195.000 TL,26 Ekim 2024,1207177570,Fiat,Tempra,1.6 SX A,1993,Benzin & LPG,Manuel,İkinci El,220.385,Sedan,90 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bolu,Merkez,Karamanlı Mh.,520.000 TL,26 Ekim 2024,1207180300,Fiat,Bravo,1.6 Mjet Dynamic Plus,2012,Dizel,Manuel,İkinci El,183.500,Hatchback 5 kapı,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Sultanbeyli,Abdurrahmangazi Mah.,395.000 TL,26 Ekim 2024,1206986041,Fiat,Linea,1.3 Multijet Urban,2013,Dizel,Manuel,İkinci El,403.000,Sedan,95 hp,1248 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İzmir,Gaziemir,Emrez Mah.,720.000 TL,26 Ekim 2024,1200156130,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,52.853,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Aksaray,Merkez,Hacılar Harmanı Mh.,749.000 TL,26 Ekim 2024,1207178021,Fiat,Egea,1.3 Multijet Easy Plus,2021,Dizel,Manuel,İkinci El,79.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kahramanmaraş,Dulkadiroğlu,Bahçelievler Mh.,510.000 TL,26 Ekim 2024,1207180131,Fiat,Egea,1.6 Multijet Urban,2016,Dizel,Otomatik,İkinci El,239.000,Sedan,120 hp,1598 cc,Önden Çekiş,Gümüş Gri,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Keçiören,Kamil Ocak Mah.,247.500 TL,26 Ekim 2024,1204934209,Fiat,Tipo,1.6 SLX ie,1999,Benzin & LPG,Manuel,İkinci El,98.000,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Denizli,Pamukkale,Mehmetçik Mh.,715.000 TL,26 Ekim 2024,1207179515,Fiat,Egea,1.4 Fire Easy,2023,Benzin,Manuel,İkinci El,19.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Antalya,Serik,Orta Mah.,825.000 TL,26 Ekim 2024,1207176438,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,29.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Maltepe,Bağlarbaşı Mh.,379.000 TL,26 Ekim 2024,1207179378,Fiat,Linea,1.3 Multijet Easy,2013,Dizel,Manuel,İkinci El,236.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Malatya,Yeşilyurt,Yeni Mh.,255.000 TL,26 Ekim 2024,1207178459,Fiat,Tempra,1.6 SX A,1995,Benzin & LPG,Manuel,İkinci El,240.000,Sedan,90 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Muğla,Bodrum,Müskebi Mh.,185.000 TL,26 Ekim 2024,1160656446,Fiat,UNO,70 SX,1995,Benzin,Manuel,İkinci El,268.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kayseri,Kocasinan,Fevzi Çakmak Mh.,512.000 TL,26 Ekim 2024,1196717076,Fiat,Linea,1.3 Multijet Urban,2014,Dizel,Manuel,İkinci El,165.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Antalya,Serik,Orta Mah.,825.000 TL,26 Ekim 2024,1207176438,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,29.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Maltepe,Bağlarbaşı Mh.,379.000 TL,26 Ekim 2024,1207179378,Fiat,Linea,1.3 Multijet Easy,2013,Dizel,Manuel,İkinci El,236.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Malatya,Yeşilyurt,Yeni Mh.,255.000 TL,26 Ekim 2024,1207178459,Fiat,Tempra,1.6 SX A,1995,Benzin & LPG,Manuel,İkinci El,240.000,Sedan,90 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Muğla,Bodrum,Müskebi Mh.,185.000 TL,26 Ekim 2024,1160656446,Fiat,UNO,70 SX,1995,Benzin,Manuel,İkinci El,268.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kayseri,Kocasinan,Fevzi Çakmak Mh.,512.000 TL,26 Ekim 2024,1196717076,Fiat,Linea,1.3 Multijet Urban,2014,Dizel,Manuel,İkinci El,165.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Üsküdar,Küplüce Mh.,810.000 TL,26 Ekim 2024,1199656057,Fiat,Egea,1.4 Fire Urban,2022,Benzin,Manuel,İkinci El,6.100,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Erzurum,Palandöken,Yunusemre Mah.,215.000 TL,26 Ekim 2024,1207179118,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,720.000,Sedan,95 hp,1248 cc,Önden Çekiş,Sarı,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Kocaeli,Dilovası,Demirciler OSB,590.000 TL,26 Ekim 2024,1207068766,Fiat,Egea,1.4 Fire Urban,2016,Benzin & LPG,Manuel,İkinci El,124.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Sarıyer,Maden Mah.,705.000 TL,26 Ekim 2024,1207174870,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,21.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gümüş Gri,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Gaziantep,Şehitkamil,Aydınlar Mh.,685.000 TL,26 Ekim 2024,1152257536,Fiat,Egea,1.6 Multijet Urban Plus,2020,Dizel,Manuel,İkinci El,178.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Sarıyer,Maslak Mah.,657.000 TL,26 Ekim 2024,1207177046,Fiat,Egea,1.4 Fire Urban Plus,2019,Benzin,Manuel,İkinci El,99.000,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Sakarya,Serdivan,İstiklal Mh.,490.000 TL,26 Ekim 2024,1206794658,Fiat,Linea,1.6 Multijet Urban,2014,Dizel,Manuel,İkinci El,256.600,Sedan,105 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Eyüpsultan,Rami Yeni Mah.,639.000 TL,26 Ekim 2024,1207177205,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,130.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Keçiören,Kavacık Subayevleri Mh.,325.000 TL,26 Ekim 2024,1184117793,Fiat,UNO,1.4 ie SX,1998,Benzin,Manuel,İkinci El,109.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Güngören,Gençosman Mh.,745.000 TL,26 Ekim 2024,1207173809,Fiat,Egea,1.6 Multijet Lounge Plus,2017,Dizel,Otomatik,İkinci El,124.000,Sedan,101 - 125 HP,1301 - 1600 cm3,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Bursa,Orhangazi,Muradiye Mah.,585.000 TL,26 Ekim 2024,1195665699,Fiat,Linea,1.3 Multijet Pop,2017,Dizel,Manuel,İkinci El,61.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Düzce,Merkez,Kültür Mh.,459.000 TL,26 Ekim 2024,1125751885,Fiat,Punto,1.3 Multijet Pop,2013,Dizel,Manuel,İkinci El,203.333,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Gaziantep,Şahinbey,Bozoklar Mah.,250.000 TL,26 Ekim 2024,1207158611,Fiat,Tipo,1.6 SX,1998,Benzin & LPG,Manuel,İkinci El,104.197,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bursa,Gürsu,Kurtuluş Mh.,550.000 TL,26 Ekim 2024,1207172703,Fiat,Punto,EVO 1.3 Multijet Dynamic,2012,Dizel,Manuel,İkinci El,174.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Keçiören,Kuşcağız Mh.,430.000 TL,26 Ekim 2024,1207176603,Fiat,Linea,1.4 Fire Active Plus,2013,Benzin & LPG,Manuel,İkinci El,185.000,Sedan,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Gaziantep,Şahinbey,Bozoklar Mah.,250.000 TL,26 Ekim 2024,1207158611,Fiat,Tipo,1.6 SX,1998,Benzin & LPG,Manuel,İkinci El,104.197,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bursa,Gürsu,Kurtuluş Mh.,550.000 TL,26 Ekim 2024,1207172703,Fiat,Punto,EVO 1.3 Multijet Dynamic,2012,Dizel,Manuel,İkinci El,174.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Keçiören,Kuşcağız Mh.,430.000 TL,26 Ekim 2024,1207176603,Fiat,Linea,1.4 Fire Active Plus,2013,Benzin & LPG,Manuel,İkinci El,185.000,Sedan,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Ümraniye,Esenşehir Mh.,610.000 TL,26 Ekim 2024,1062721995,Fiat,500 Ailesi,500 1.4 Sport,2009,Benzin,Manuel,İkinci El,83.000,Hatchback 3 kapı,100 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Çankaya,Ümit Mh.,810.000 TL,26 Ekim 2024,1117238049,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,17.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Sultanbeyli,Ahmet Yesevi Mah.,250.000 TL,26 Ekim 2024,1207172771,Fiat,Punto,1.3 Multijet Dynamic,2006,Dizel,Manuel,İkinci El,250.000,Hatchback 5 kapı,70 hp,1251 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Üsküdar,Bulgurlu Mah.,679.000 TL,26 Ekim 2024,1207174170,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,77.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Esenler,Oruçreis Mh.,445.000 TL,26 Ekim 2024,1110042718,Fiat,Linea,1.3 Multijet Pop,2014,Dizel,Manuel,İkinci El,220.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Balıkesir,Bandırma,600 Evler Mah.,732.000 TL,26 Ekim 2024,1200160294,Fiat,Egea,1.3 Multijet Street,2020,Dizel,Manuel,İkinci El,60.000,Hatchback 5 kapı,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Gaziosmanpaşa,Şemsipaşa Mh.,400.000 TL,26 Ekim 2024,1207172531,Fiat,Albea,Sole 1.3 Multijet Active,2010,Dizel,Manuel,İkinci El,275.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Elazığ,Merkez,Abdullah Paşa Mh.,788.000 TL,26 Ekim 2024,1169071635,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,36.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Pendik,Çınardere Mh.,725.000 TL,26 Ekim 2024,1207174396,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,100.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kayseri,Kocasinan,Kayabaşı Mh.,350.000 TL,26 Ekim 2024,1196239673,Fiat,Stilo,1.6 Dynamic MultiWagon,2003,Benzin & LPG,Manuel,İkinci El,285.000,Station Wagon,103 hp,1596 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Manisa,Turgutlu,Şehitler Mh.,675.000 TL,26 Ekim 2024,1200160009,Fiat,Egea,1.0 Firefly Lounge,2021,Benzin,Manuel,İkinci El,86.000,Hatchback 5 kapı,100 hp,999 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kocaeli,Başiskele,Körfez Mh.,760.000 TL,26 Ekim 2024,1207167597,Fiat,Egea,1.4 Fire Easy Plus,2022,Benzin & LPG,Manuel,İkinci El,30.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
